309,-66
325,-66
340,-66
612,-62
625,-62
643,-62
1219,-62
1232,-62
1248,-62
1530,-62
1556,-62
1577,-62
1840,-62
1859,-62
1879,-62
2149,-64
2187,-64
2217,-64
2468,-66
2494,-66
2514,-66
3087,-66
3107,-66
3132,-66
3392,-66
3419,-66
3438,-66
3702,-66
3724,-66
3746,-66
4011,-67
4030,-67
4054,-67
4318,-65
4330,-65
4345,-65
5559,-64
5579,-64
5602,-64
5870,-64
5895,-64
5921,-64
6178,-64
6199,-64
6221,-64
6495,-64
6519,-64
6538,-64
6805,-64
6819,-64
6836,-64
7125,-64
7150,-64
7171,-64
7437,-64
7457,-64
7478,-64
7756,-64
7787,-64
7808,-64
8070,-65
8093,-65
8114,-65
8379,-64
8393,-64
8405,-64
8689,-64
8712,-64
8733,-64
9005,-64
9025,-64
9046,-64
9930,-64
9943,-64
9957,-64
12139,-57
12167,-57
12188,-57
12449,-57
12479,-57
12506,-57
12764,-53
12798,-53
12815,-53
13081,-55
13104,-55
13126,-55
13390,-57
13408,-57
13423,-57
14016,-55
14040,-55
14060,-55
14333,-55
14358,-55
14379,-55
14650,-55
14669,-55
14692,-55
14958,-54
14970,-54
14984,-54
15274,-50
15295,-50
15314,-50
15591,-51
15611,-51
15629,-51
15913,-51
15933,-51
15958,-51
16229,-51
16252,-51
16275,-51
17187,-50
17211,-50
17230,-50
18161,-50
18178,-50
18199,-50
18481,-50
18506,-50
18525,-50
18809,-50
18830,-50
18851,-50
19128,-50
19147,-50
19164,-50
19447,-50
19470,-50
19493,-50
19764,-50
19786,-50
19806,-50
20080,-50
20094,-50
20106,-50
20404,-51
20434,-51
20476,-51
21051,-51
21072,-51
21093,-51
21377,-49
21398,-49
21415,-49
21694,-59
21707,-59
21727,-59
22018,-68
22041,-68
22063,-68
22661,-68
22680,-68
22692,-68
22983,-64
23003,-64
23022,-64
23306,-65
23326,-65
23349,-65
23624,-64
23649,-64
23671,-64
23942,-64
23962,-64
23986,-64
24263,-65
24280,-65
24302,-65
24585,-65
24612,-65
24632,-65
24913,-64
24931,-64
24954,-64
25230,-65
25245,-65
25258,-65
26505,-65
26539,-65
26559,-65
26825,-65
26848,-65
26866,-65
27141,-65
27165,-65
27184,-65
27454,-65
27469,-65
27502,-65
27767,-65
27781,-65
27793,-65
28085,-65
28108,-65
28129,-65
28398,-65
28417,-65
28437,-65
28715,-65
28741,-65
28770,-65
29028,-65
29047,-65
29066,-65
29339,-65
29356,-65
29369,-65
29649,-65
29670,-65
29730,-65
29964,-65
29983,-65
30000,-65
30295,-66
30320,-66
30337,-66
30614,-66
30634,-66
30655,-66
30931,-66
30944,-66
30959,-66
31257,-66
31279,-66
31299,-66
31581,-62
31603,-62
31628,-62
31898,-65
31915,-65
31930,-65
32215,-56
32233,-56
32259,-56
32538,-55
32559,-55
32584,-55
32869,-50
32893,-50
32913,-50
33200,-50
33223,-50
33244,-50
33521,-49
33536,-49
33551,-49
33836,-49
33854,-49
33876,-49
34171,-49
34197,-49
34216,-49
34496,-49
34515,-49
34537,-49
34820,-49
34842,-49
34863,-49
35151,-49
35170,-49
35187,-49
35468,-49
35482,-49
35494,-49
35797,-49
35818,-49
35838,-49
36121,-50
36145,-50
36167,-50
36456,-49
36471,-49
36487,-49
36788,-49
36817,-49
36836,-49
37114,-49
37138,-49
37159,-49
37444,-49
37460,-49
37473,-49
37768,-50
37796,-50
37818,-50
38096,-49
38114,-49
38134,-49
38411,-49
38429,-49
38447,-49
38730,-49
38751,-49
38772,-49
39052,-50
39072,-50
39096,-50
39365,-49
39384,-49
39403,-49
39692,-49
39720,-49
39744,-49
40014,-49
40028,-49
40041,-49
40334,-54
40352,-54
40373,-54
40653,-54
40679,-54
40699,-54
40975,-54
40993,-54
41014,-54
41297,-57
41315,-57
41332,-57
41616,-65
41634,-65
41654,-65
41936,-70
41956,-70
41977,-70
42565,-66
42579,-66
42592,-66
42883,-66
42913,-66
42938,-66
43198,-66
43221,-66
43245,-66
43516,-66
43533,-66
43551,-66
43833,-66
43855,-66
43877,-66
44144,-66
44164,-66
44185,-66
44465,-66
44491,-66
44514,-66
44784,-66
44818,-66
44847,-66
45098,-66
45118,-66
45141,-66
45423,-66
45437,-66
45451,-66
45740,-66
45763,-66
45791,-66
46070,-66
46095,-66
46119,-66
46399,-66
46421,-66
46442,-66
46721,-66
46741,-66
46760,-66
47041,-66
47061,-66
47081,-66
47362,-66
47381,-66
47401,-66
47687,-66
47700,-66
47714,-66
48018,-66
48039,-66
48062,-66
48352,-66
48374,-66
48394,-66
48675,-66
48690,-66
48704,-66
48999,-66
49027,-66
49052,-66
49325,-66
49350,-66
49370,-66
49657,-66
49670,-66
49690,-66
49972,-66
49998,-66
50015,-66
50297,-65
50318,-65
50338,-65
50626,-65
50654,-65
50676,-65
50945,-64
50970,-64
50995,-64
51258,-63
51277,-63
51299,-63
51575,-61
51593,-61
51612,-61
51892,-63
51911,-63
51931,-63
52214,-55
52229,-55
52250,-55
52553,-54
52572,-54
52593,-54
52878,-50
52897,-50
52916,-50
53199,-50
53215,-50
53236,-50
53516,-50
53538,-50
53557,-50
53837,-51
53866,-51
53887,-51
54159,-53
54181,-53
54201,-53
54472,-52
54488,-52
54502,-52
54798,-50
54818,-50
54837,-50
55126,-49
55155,-49
55178,-49
55446,-52
55469,-52
55488,-52
55760,-53
55778,-53
55793,-53
56077,-53
56107,-53
56130,-53
56392,-53
56417,-53
56438,-53
56710,-53
56731,-53
56752,-53
57030,-53
57050,-53
57072,-53
57346,-53
57359,-53
57380,-53
57670,-53
57690,-53
57712,-53
57988,-53
58009,-53
58026,-53
58305,-53
58321,-53
58333,-53
58628,-53
58655,-53
58677,-53
59255,-53
59272,-53
59293,-53
59577,-53
59597,-53
59617,-53
59890,-53
59907,-53
59920,-53
60216,-52
60238,-52
60260,-52
60552,-52
60566,-52
60579,-52
60868,-52
60883,-52
